ppsHostClock,ppsRefClock
2025-10-06 06:52:42.471202,630.387487499324
2025-10-06 06:52:42.471377,631.387487538805
2025-10-06 06:52:42.472791,627.387487380379
2025-10-06 06:52:42.472930,628.387487419849
2025-10-06 06:52:42.473064,629.387487459548
2025-10-06 06:52:42.473201,630.387487499324
2025-10-06 06:52:42.473336,631.387487538805
2025-10-06 06:52:42.473987,627.387487380379
2025-10-06 06:52:42.474120,628.387487419849
2025-10-06 06:52:42.474251,629.387487459548
2025-10-06 06:52:42.474383,630.387487499324
2025-10-06 06:52:42.474514,631.387487538805
2025-10-06 06:52:51.782993,1.332587934824
2025-10-06 06:52:52.782018,2.332587974580
2025-10-06 06:52:53.782022,3.332588014153
2025-10-06 06:52:54.781037,4.332588053644
2025-10-06 06:52:55.783936,5.332588093517
2025-10-06 06:52:56.783995,6.332588133023
2025-10-06 06:52:57.783049,7.332588172820
2025-10-06 06:52:58.782203,8.332588212515
2025-10-06 06:52:59.782122,9.332588252169
2025-10-06 06:53:00.781157,10.332588292051
2025-10-06 06:53:01.780301,11.332588331735
2025-10-06 06:53:02.784078,12.332588371755
2025-10-06 06:53:03.783150,13.332588411437
2025-10-06 06:53:04.783228,14.332588451050
2025-10-06 06:53:05.782220,15.332588491209
2025-10-06 06:53:06.781306,16.332588530881
2025-10-06 06:53:07.781271,17.332588570903
2025-10-06 06:53:08.784162,18.332588610484
2025-10-06 06:53:09.783265,19.332588649971
2025-10-06 06:53:10.783268,20.332588689961
2025-10-06 06:53:11.782323,21.332588729590
2025-10-06 06:53:12.781482,22.332588769335
2025-10-06 06:53:13.781350,23.332588808907
2025-10-06 06:53:14.780366,24.332588848549
2025-10-06 06:53:15.783471,25.332588888444
2025-10-06 06:53:16.783347,26.332588927996
2025-10-06 06:53:17.782420,27.332588967870
2025-10-06 06:53:18.782430,28.332589007439
2025-10-06 06:53:19.781443,29.332589046949
2025-10-06 06:53:20.780467,30.332589086863
2025-10-06 06:53:21.784356,31.332589126378
2025-10-06 06:53:22.783415,32.332589166287
2025-10-06 06:53:23.782578,33.332589206091
2025-10-06 06:53:24.782542,34.332589245661
2025-10-06 06:53:25.781546,35.332589285738
2025-10-06 06:53:26.780722,36.332589325304
2025-10-06 06:53:27.780569,37.332589365326
2025-10-06 06:53:28.783488,38.332589405019
2025-10-06 06:53:29.783540,39.332589444646
2025-10-06 06:53:30.782620,40.332589484726
2025-10-06 06:53:31.781633,41.332589524309
2025-10-06 06:53:32.781648,42.332589563978
2025-10-06 06:53:33.780662,43.332589604002
2025-10-06 06:53:34.783572,44.332589643685
2025-10-06 06:53:35.783617,45.332589683763
2025-10-06 06:53:36.782673,46.332589723504
2025-10-06 06:53:37.781874,47.332589763272
2025-10-06 06:53:38.781740,48.332589803382
2025-10-06 06:53:39.780756,49.332589843147
2025-10-06 06:53:40.779967,50.332589883198
2025-10-06 06:53:41.783690,51.332589923062
2025-10-06 06:53:42.782742,52.332589962868
2025-10-06 06:53:43.782817,53.332590002988
2025-10-06 06:53:44.781832,54.332590042791
2025-10-06 06:53:45.780863,55.332590082916
2025-10-06 06:53:46.780868,56.332590122781
2025-10-06 06:53:47.783761,57.332590162576
2025-10-06 06:53:48.782912,58.332590202762
2025-10-06 06:53:49.782876,59.332590242554
2025-10-06 06:53:50.781956,60.332590282689
2025-10-06 06:53:51.781133,61.332590322501
2025-10-06 06:53:52.780965,62.332590362229
2025-10-06 06:53:53.779976,63.332590402311
2025-10-06 06:53:54.783892,64.332590442120
2025-10-06 06:53:55.782948,65.332590482241
2025-10-06 06:53:56.782032,66.332590521924
2025-10-06 06:53:57.782037,67.332590561731
2025-10-06 06:53:58.781049,68.332590601803
2025-10-06 06:53:59.780131,69.332590641486
2025-10-06 06:54:00.783971,70.332590681561
2025-10-06 06:54:01.783025,71.332590721265
2025-10-06 06:54:02.782234,72.332590760891
2025-10-06 06:54:03.782142,73.332590800902
2025-10-06 06:54:04.781154,74.332590840544
2025-10-06 06:54:05.780383,75.332590880613
